filename,brightness,contrast,sharpness,mask_area_ratio,defect_count,category_id
scratch/Scr_0007.jpg,40.955577256944444,30.496126874405,53.47957997350288,0.013694033148919225,3,1
scratch/Scr_0016.jpg,42.90596788194444,30.593836280501826,55.22901919545316,0.050091935476025105,3,1
scratch/Scr_0254.jpg,66.94255304783951,75.07189228845232,117.21399408906721,0.08619057640381467,6,1
scratch/Scr_0393.jpg,48.06249710648148,26.89338644618376,30.50015135243712,0.15186820608166587,8,1
scratch/Scr_0097.jpg,74.69353925540123,79.4745125094922,113.80297733707344,0.034980975281415874,5,1
scratch/Scr_0232.jpg,71.71089940200618,73.25603911101051,123.9331328267853,0.037793065000449585,6,1
scratch/Scr_0369.jpg,38.54445360725309,24.307741591286867,52.61668399312606,0.060908833832649806,4,1
scratch/Scr_0399.jpg,40.376755883487654,27.741956676339193,10.331111748488008,0.038847880343405,1,1
scratch/Scr_0281.jpg,34.379982156635805,26.84566768218199,102.9557111680659,0.0438013025282344,5,1
scratch/Scr_0308.jpg,84.63384548611111,87.83144183653665,158.81714907449253,0.0054097743262521624,1,1
scratch/Scr_0251.jpg,67.39708285108024,75.0147256009126,120.34837454501292,0.08320557916930135,6,1
scratch/Scr_0221.jpg,43.19302035108025,32.041600963662745,119.70229888664817,0.1683366455422518,12,1
scratch/Scr_0058.jpg,65.55593460648149,67.83899256485799,54.50725565500143,0.03492221226369034,3,1
scratch/Scr_0287.jpg,92.50076292438271,89.65235443675616,102.51212116005966,0.008647527658492936,1,1
scratch/Scr_0391.jpg,35.14854552469136,22.40674487001616,16.85307114332955,0.14416881786515914,7,1
scratch/Scr_0118.jpg,75.51224681712964,79.82958548343358,67.40217390877935,0.013448608967428374,2,1
scratch/Scr_0061.jpg,65.47184895833334,67.82479502776975,56.90924961084274,0.05276090333854952,4,1
scratch/Scr_0077.jpg,72.98990306712963,80.22360916824077,87.19581973910904,0.0014037960950711067,1,1
scratch/Scr_0038.jpg,74.40427035108024,77.12032637479763,68.93670672399132,0.04461103110445923,6,1
scratch/Scr_0392.jpg,36.90156491126543,24.222312301950314,23.658448774924363,0.14863994840296096,7,1
scratch/Scr_0042.jpg,74.85570216049383,77.0567553084473,66.12467539424185,0.054708220038415314,6,1
scratch/Scr_0326.jpg,81.66356819058642,88.35886325186358,88.2877524283443,0.09815791293282154,6,1
scratch/Scr_0330.jpg,68.92750916280865,77.23783828788095,147.3207434514885,0.005465101169438629,2,1
scratch/Scr_0374.jpg,35.01754388503086,24.71896198824176,71.31614601728909,0.07071926999791649,5,1
scratch/Scr_0364.jpg,42.30166570216049,26.281249273779967,52.35680137479993,0.044514157868956385,3,1
scratch/Scr_0001.jpg,81.7262750771605,77.10905603358391,126.51617111185092,0.00044898627221212037,3,1
scratch/Scr_0245.jpg,63.25537760416667,76.04329111511437,133.35712890398742,0.07951349644689495,5,1
scratch/Scr_0167.jpg,88.13906635802469,80.64637946187584,120.37261955836843,0.07071791286091222,5,1
scratch/Scr_0189.jpg,31.407507716049384,32.72079000768155,129.78312985349757,0.07038300722162766,3,1
scratch/Scr_0108.jpg,85.52439863040124,88.75455256320367,83.6955889783736,0.007933357820263491,2,1
scratch/Scr_0170.jpg,35.63565007716049,31.24825950248514,63.722596828158736,0.01986805473977776,1,1
scratch/Scr_0106.jpg,86.51196180555556,88.47624929048716,86.35691228307168,0.002216413884320533,1,1
scratch/Scr_0360.jpg,44.570922067901236,24.757235368372132,43.659512291419695,0.01936988737704116,3,1
scratch/Scr_0250.jpg,66.36181182484567,74.5028706535894,106.72273887986528,0.08357792126704917,7,1
scratch/Scr_0327.jpg,72.70236545138889,82.89705647151945,63.26730245335837,0.10583338473488799,5,1
scratch/Scr_0284.jpg,37.070727237654324,31.878288873107643,122.85308268811308,0.06385822561440764,9,1
scratch/Scr_0197.jpg,35.756568287037034,31.190842776364498,115.88705617240393,0.09547802830162802,7,1
scratch/Scr_0102.jpg,76.22051456404321,78.98233790152763,118.01381011320984,0.037211423688083,8,1
scratch/Scr_0057.jpg,77.10879774305556,80.67444374642879,67.73748812474007,0.02478877749140958,2,1
scratch/Scr_0163.jpg,87.85728877314814,80.82327937796455,42.63357905486073,0.06062160730855932,4,1
scratch/Scr_0165.jpg,85.51672743055556,82.12702538452838,120.23310842377713,0.07029280459360247,4,1
scratch/Scr_0253.jpg,67.79730131172839,74.87765126780987,119.7920980746099,0.08514086080510383,6,1
scratch/Scr_0338.jpg,43.10146363811728,28.404512354989276,77.53500275861947,0.04604141075415094,4,1
scratch/Scr_0024.jpg,77.1454224537037,80.3122970530832,93.72588817146205,0.013579073364347403,2,1
scratch/Scr_0037.jpg,74.38630883487654,77.10750290908481,66.71683513688453,0.04015751339809282,4,1
scratch/Scr_0046.jpg,66.8489877507716,78.83022397279318,58.531538902507116,0.01968050953964513,2,1
scratch/Scr_0020.jpg,40.54400318287037,31.01015131271515,59.16621064524548,0.06437050627290829,5,1
